,country,city_name,code,guide_type,title
865,South Africa,Cape Town,47278,가이드 투어,케이프타운 : 타운십(Townships) 현지 워킹 투어
866,South Africa,Cape Town,75039,즐길거리,케이프타운 : 채프먼스 피크 전기자전거 대여
867,Morocco,Casablanca,50468,가이드 투어,[투어] 사하라의 나라 모로코 핵심 10일 투어 (모로코/카사블랑카)
868,Morocco,Fes,47974,가이드 투어,"[투어] 요즘 핫한 모로코 5일 단기 여행, 외사친과 함께하기! :: 모로코/페스"
869,Morocco,Casablanca,10276,가이드 투어,외국인과 함께하는  모로코 일주 10일! 
870,Morocco,Casablanca,79469,가이드 투어,카사블랑카 : 고속 열차와 함께 즐기는 탕헤르 시티 투어
871,Morocco,Casablanca,79468,가이드 투어,카사블랑카 : 반나절 시티 투어 (4시간)
872,Morocco,Casablanca,79465,여행편의,카사블랑카 : 공항 프라이빗 편도 이송 서비스 (공항→호텔)
873,Morocco,Casablanca,79464,여행편의,카사블랑카 : 프라이빗 편도 이송 서비스 (카사블랑카→마라케시)
874,Morocco,Casablanca,79463,가이드 투어,카사블랑카 출발 : 카사블랑카 & 라바트 가이드 투어
875,Morocco,Casablanca,79462,가이드 투어,카사블랑카 : 현지인과 함께 즐기는 시티 투어 (4시간)
876,Morocco,Casablanca,79461,가이드 투어,카사블랑카 : 자동차 또는 미니밴으로 즐기는 시티 투어
877,Japan,Kagoshima,54733,스냅촬영,"[인천공항 수령/반납] 미러리스 카메라 1일 대여권, 캐논 M50"
878,Mauritius,Mauritius,53216,즐길거리,모리셔스 : 에그렛(Aigrettes) 섬에서 즐기는 선셋 크루즈 투어
879,Mauritius,Mauritius,53215,즐길거리,모리셔스 : 투르도두스 출발 1일 크루즈 투어
880,Mauritius,Mauritius,53211,가이드 투어,모리셔스: 8시간 도도 트레일 투어 (점심 제공)
881,Mauritius,Mauritius,53210,가이드 투어,[모리셔스] 남부 해안 프라이빗 투어
882,Mauritius,Mauritius,53219,가이드 투어,모리셔스: 르몽산(UNESCO 자연 유산) 친환경 하이킹
883,Mauritius,Mauritius,53214,가이드 투어,모리셔스: 블랙리버 해안에서 돌고래와 수영하고 고래를 볼 수 있는 스피드보트 투어
884,Mauritius,Mauritius,53213,가이드 투어,모리셔스: 라 바닐(La Vanille) & 생토뱅(Saint Aubin) 종일투어
885,Mauritius,Mauritius,53212,가이드 투어,모리셔스: 남동부 라군 스피드 보트 종일 단체 투어
886,Mauritius,Mauritius,53217,가이드 투어,모리셔스: 일 데 뒤 코코스 종일 투어(이동편 제공)
887,Algeria,Algiers,75759,여행편의,[알제리 유심] 매일 LTE 200MB 데이터 무제한
888,Egypt,Cairo,70775,가이드 투어,"기자 피라미드, 사카라 및 멤피스 하루 투어 (이집트/카이로)"
889,Egypt,Cairo,70785,가이드 투어,"이집트 박물관과 성채,올드 카이로 그리고 칸 칼릴리 시장 투어 (이집트/카이로)"
890,Egypt,Cairo,69757,가이드 투어,"[투어] 피라미드와 스핑크스, 그리고 이집트 박물관의 온종일 여행 (이집트/카이로)"
891,Egypt,Cairo,21042,가이드 투어,특별한 인생 이집트 7박 8일 여행!
892,Egypt,Cairo,78441,가이드 투어,"카이로 : 엘 모에즈 거리, 카이로 타워 및 엘 피샤위 카페 투어"
893,Egypt,Cairo,78439,가이드 투어,카이로 : 푸드 투어
894,Egypt,Cairo,78438,레스토랑,카이로 : 5성급 럭셔리 나일 맥심 디너 크루즈
895,Egypt,Cairo,78437,가이드 투어,카이로 : 사진 작가와 함께하는 로맨틱 반나절 피라미드 투어
896,Egypt,Cairo,78435,가이드 투어,카이로 : 알렉산드리아 고고학 종일 투어 
897,Egypt,Sharm el sheikh,77596,여행편의,샤름 엘 셰이크 : 호텔 - 공항 왕복 프라이빗 이송 서비스
898,Zambia,Livingstone,77854,즐길거리,리빙스턴 : 빅토리아 폭포 헬리콥터 투어 (22분)
899,Zambia,Livingstone,77845,가이드 투어,데빌스 풀 & 리빙스턴 아일랜드 투어 (애프터눈 티 포함)
900,Zambia,Livingstone,77842,액티비티,빅토리아 폴스 : 초경량 비행기 탑승권 (30분)
901,Zambia,Livingstone,77841,액티비티,빅토리아 폴스 : 초경량 비행기 오후 비행 탑승권 (15분)
902,Zambia,Livingstone,77839,가이드 투어,빅토리아 폴스 : 프라이빗 가이드 투어
903,Zambia,Livingstone,77840,액티비티,빅토리아 폴스 : 초경량 비행기 오전 비행 탑승권 (15분)
904,Zambia,Livingstone,77843,액티비티,리빙스턴 : 잠베지강 래프팅 반나절 체험
905,Zambia,Livingstone,77844,가이드 투어,데빌스 풀 & 리빙스턴 아일랜드 투어
906,Zambia,Livingstone,77847,즐길거리,빅토리아 폴스 : 잠베지강 일몰 크루즈
907,Zambia,Livingstone,77849,여행편의,호텔 → 빅토리아 폴스 공항 프라이빗 이동 서비스
908,Kenya,Nairobi,48333,가이드 투어,[투어] 전세계 가족들과 14일동안 안전하게 아프리카 여행하기 :: 케냐/나이로비
909,Kenya,Nairobi,21092,가이드 투어,일주일간 즐기는 특별한 케냐 여행 (현지인 가이드)
910,Kenya,Nairobi,75754,여행편의,[케냐 유심] 매일 200MB 3G데이터 무제한 
911,South Africa,Johannesburg,66032,여행편의,SIMTONG 충전식 글로벌유심(플렉시롬 53개국 1GB/7Days 스타터팩)
912,Kenya,Nairobi,36492,가이드 투어,다양한 야생동물을 만나는 '나이로비 국립 공원' 가이드 투어
913,Kenya,Nairobi,36110,가이드 투어,나이로비 국립 공원 & 코끼리 고아원 반일 투어
914,Kenya,Nairobi,36109,가이드 투어,나이로비 : 마사이 소규모 그룹 투어 (비영리 단체 지원)
915,Kenya,Nairobi,36108,가이드 투어,야생 동물을 가까이 만나볼 기회! '나이로비 국립 공원 가이드 투어'
916,"Tanzania, United Republic of",Moshi,49568,가이드 투어,[투어] 탄자니아 야생동물 사파리 투어 (3일) :: 탄자니아/아루샤
917,"Tanzania, United Republic of",Moshi,49564,가이드 투어,[투어] 킬리만자로 트래킹 (3일) :: 탄자니아/모시
918,"Tanzania, United Republic of",Moshi,41643,가이드 투어,[투어] 세렝게티 야생동물 사파리 투어 (6일) :: 탄자니아/아루샤
919,"Tanzania, United Republic of",Moshi,41883,가이드 투어,[투어] 킬리만자로 트래킹/등반 (6일) :: 탄자니아/모시
920,"Tanzania, United Republic of",Moshi,41903,가이드 투어,[투어] 탄자니아 정부기관 맞춤 비즈니스 투어(모시/도도마/다르살렘) :: 탄자니아/모시
921,South Africa,Johannesburg,66032,여행편의,SIMTONG 충전식 글로벌유심(플렉시롬 53개국 1GB/7Days 스타터팩)
